19753048922,"	WPU","	,2016-10-12 19:54:30	,2016-10-12 19:55:12"
19752333857,"	WPU","	,2016-10-12 19:54:30	,2016-10-12 19:55:14"
19752754064,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:06"
19753163188,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:12"
19753464666,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:06"
19754015056,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:13"
19753308619,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:03"
19753108789,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:02"
19752042852,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:02"
19752252035,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:03"
19752853484,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 20:06:49"
19752065223,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:05"
19753306575,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:04"
19752170351,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:08"
19752576125,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 20:06:50"
19753484651,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:07"
19752690789,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:09"
19752977878,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:03"
19752237748,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:02"
19753451693,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:10"
19753447706,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:05"
19753147763,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:08"
19753466225,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:05"
19753447289,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:11"
19753248144,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:04"
19752409356,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:07"
19752817201,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:13"
19753168770,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:07"
19752662528,"	WPU","	,2016-10-12 19:54:29	,2016-10-12 19:55:08"
19752393290,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:02"
19752075246,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:16"
19753140888,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:09"
19753379089,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:13"
19753385992,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:19"
19752258607,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:03"
19752977868,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:06"
19753408085,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:12"
19753355591,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 20:06:47"
19752287736,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:15"
19753314963,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:14"
19753308609,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:08"
19753448109,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:12"
19753472504,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:02"
19753038946,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 20:06:52"
19753214335,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:07"
19752690731,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:11"
19752875471,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:22"
19752679106,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:13"
19753312231,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:04"
19752082865,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:23"
19753151929,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:09"
19753434083,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:17"
19752640797,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:05"
19753204924,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:10"
19752100476,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:20"
19752626459,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:14"
19753284393,"	WPU","	,2016-10-12 19:54:28	,2016-10-12 19:55:06"
19753424098,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:04"
19753051075,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:12"
19751989935,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:02"
19752620722,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:05"
19752523846,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:09"
19753365981,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:15"
19752860183,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:02"
19753345672,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:05"
19753123195,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:03"
19753309195,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:11"
19754035042,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:10"
19752672507,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:03"
19753384976,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:07"
19753345687,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:13"
19753205970,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:07"
19752689098,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:08"
19753442067,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:14"
19753121939,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:11"
19752666447,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:09"
19753466239,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 20:06:49"
19752825493,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:04"
19753405275,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:05"
19753312577,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:12"
19753153729,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:08"
19753312256,"	WPU","	,2016-10-12 19:54:27	,2016-10-12 19:55:07"
19753049313,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:10"
19752237620,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:01"
19753463493,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:10"
19752566116,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:06"
